root_id,file_id,recommendation_id,case,recipient,status,recommendation_text,download_url
202001ITX,202001ITX1,2020-01-I-TX-1,Aghorn Operating Inc. Waterflood Station Hydrogen Sulfide Release,Aghorn Operating Inc.,C-AA,"For all waterflood stations where the potential exists to expose workers or non-employees to H 2 S concentrations at or above 10 ppm, mandate the use of personal H 2 S detection devices as an integral part of every employee or visitor personal protective equipment (PPE) kit prior to entering the vicinity of the facility. Ensure detector use is in accordance with manufacturer specifications.",https://www.csb.gov/assets/recommendation/Status_Change_Summary_Aghorn_(Aghorn_R1)_C-AA__4-14-2022.pdf
202001ITX,202001ITX1,2020-01-I-TX-1,Aghorn Operating Inc. Waterflood Station Hydrogen Sulfide Release,Aghorn Operating Inc.,C-AA,"For all waterflood stations where the potential exists to expose workers or non-employees to H 2 S concentrations at or above 10 ppm, mandate the use of personal H 2 S detection devices as an integral part of every employee or visitor personal protective equipment (PPE) kit prior to entering the vicinity of the facility. Ensure detector use is in accordance with manufacturer specifications.",https://www.csb.gov/assets/recommendation/Status_Change_Summary_Aghorn_(Aghorn_R2)_C-AA.pdf
202001ITX,202001ITX1,2020-01-I-TX-1,Aghorn Operating Inc. Waterflood Station Hydrogen Sulfide Release,Aghorn Operating Inc.,C-AA,"For all waterflood stations where the potential exists to expose workers or non-employees to H 2 S concentrations at or above 10 ppm, mandate the use of personal H 2 S detection devices as an integral part of every employee or visitor personal protective equipment (PPE) kit prior to entering the vicinity of the facility. Ensure detector use is in accordance with manufacturer specifications.",https://www.csb.gov/assets/recommendation/Status_Change_Summary_Aghorn_(Aghorn_R3)_C-AAA.pdf
202001ITX,202001ITX1,2020-01-I-TX-1,Aghorn Operating Inc. Waterflood Station Hydrogen Sulfide Release,Aghorn Operating Inc.,C-AA,"For all waterflood stations where the potential exists to expose workers or non-employees to H 2 S concentrations at or above 10 ppm, mandate the use of personal H 2 S detection devices as an integral part of every employee or visitor personal protective equipment (PPE) kit prior to entering the vicinity of the facility. Ensure detector use is in accordance with manufacturer specifications.",https://www.csb.gov/assets/recommendation/Status_Change_Summary_Aghorn_(Aghorn_R4)_C-AA.pdf
202001ITX,202001ITX1,2020-01-I-TX-1,Aghorn Operating Inc. Waterflood Station Hydrogen Sulfide Release,Aghorn Operating Inc.,C-AA,"For all waterflood stations where the potential exists to expose workers or non-employees to H 2 S concentrations at or above 10 ppm, mandate the use of personal H 2 S detection devices as an integral part of every employee or visitor personal protective equipment (PPE) kit prior to entering the vicinity of the facility. Ensure detector use is in accordance with manufacturer specifications.",https://www.csb.gov/assets/recommendation/Status_Change_Summary_Aghorn_(Aghorn_R5)_C-AA.pdf
202001ITX,202001ITX1,2020-01-I-TX-1,Aghorn Operating Inc. Waterflood Station Hydrogen Sulfide Release,Aghorn Operating Inc.,C-AA,"For all waterflood stations where the potential exists to expose workers or non-employees to H 2 S concentrations at or above 10 ppm, mandate the use of personal H 2 S detection devices as an integral part of every employee or visitor personal protective equipment (PPE) kit prior to entering the vicinity of the facility. Ensure detector use is in accordance with manufacturer specifications.",https://www.csb.gov/assets/recommendation/Status_Change_Summary_Aghorn_(Aghorn_R6)_C-AA.pdf
202001ITX,202001ITX1,2020-01-I-TX-1,Aghorn Operating Inc. Waterflood Station Hydrogen Sulfide Release,Aghorn Operating Inc.,C-AA,"For all waterflood stations where the potential exists to expose workers or non-employees to H 2 S concentrations at or above 10 ppm, mandate the use of personal H 2 S detection devices as an integral part of every employee or visitor personal protective equipment (PPE) kit prior to entering the vicinity of the facility. Ensure detector use is in accordance with manufacturer specifications.",https://www.csb.gov/assets/recommendation/Status_Change_Summary_Aghorn_(Aghorn_R7)_O-ARAR.pdf
202001ITX,202001ITX2,2020-01-I-TX-2,Aghorn Operating Inc. Waterflood Station Hydrogen Sulfide Release,Aghorn Operating Inc.,C-AA,"For all waterflood stations where the potential exists to expose workers or non-employees to H 2 S concentrations at or above 10 ppm, mandate the use of personal H 2 S detection devices as an integral part of every employee or visitor personal protective equipment (PPE) kit prior to entering the vicinity of the facility. Ensure detector use is in accordance with manufacturer specifications.",https://www.csb.gov/assets/recommendation/Status_Change_Summary_Aghorn_(Aghorn_R1)_C-AA__4-14-2022.pdf
202001ITX,202001ITX2,2020-01-I-TX-2,Aghorn Operating Inc. Waterflood Station Hydrogen Sulfide Release,Aghorn Operating Inc.,C-AA,"For all waterflood stations where the potential exists to expose workers or non-employees to H 2 S concentrations at or above 10 ppm, mandate the use of personal H 2 S detection devices as an integral part of every employee or visitor personal protective equipment (PPE) kit prior to entering the vicinity of the facility. Ensure detector use is in accordance with manufacturer specifications.",https://www.csb.gov/assets/recommendation/Status_Change_Summary_Aghorn_(Aghorn_R2)_C-AA.pdf
202001ITX,202001ITX2,2020-01-I-TX-2,Aghorn Operating Inc. Waterflood Station Hydrogen Sulfide Release,Aghorn Operating Inc.,C-AA,"For all waterflood stations where the potential exists to expose workers or non-employees to H 2 S concentrations at or above 10 ppm, mandate the use of personal H 2 S detection devices as an integral part of every employee or visitor personal protective equipment (PPE) kit prior to entering the vicinity of the facility. Ensure detector use is in accordance with manufacturer specifications.",https://www.csb.gov/assets/recommendation/Status_Change_Summary_Aghorn_(Aghorn_R3)_C-AAA.pdf
202001ITX,202001ITX2,2020-01-I-TX-2,Aghorn Operating Inc. Waterflood Station Hydrogen Sulfide Release,Aghorn Operating Inc.,C-AA,"For all waterflood stations where the potential exists to expose workers or non-employees to H 2 S concentrations at or above 10 ppm, mandate the use of personal H 2 S detection devices as an integral part of every employee or visitor personal protective equipment (PPE) kit prior to entering the vicinity of the facility. Ensure detector use is in accordance with manufacturer specifications.",https://www.csb.gov/assets/recommendation/Status_Change_Summary_Aghorn_(Aghorn_R4)_C-AA.pdf
202001ITX,202001ITX2,2020-01-I-TX-2,Aghorn Operating Inc. Waterflood Station Hydrogen Sulfide Release,Aghorn Operating Inc.,C-AA,"For all waterflood stations where the potential exists to expose workers or non-employees to H 2 S concentrations at or above 10 ppm, mandate the use of personal H 2 S detection devices as an integral part of every employee or visitor personal protective equipment (PPE) kit prior to entering the vicinity of the facility. Ensure detector use is in accordance with manufacturer specifications.",https://www.csb.gov/assets/recommendation/Status_Change_Summary_Aghorn_(Aghorn_R5)_C-AA.pdf
202001ITX,202001ITX2,2020-01-I-TX-2,Aghorn Operating Inc. Waterflood Station Hydrogen Sulfide Release,Aghorn Operating Inc.,C-AA,"For all waterflood stations where the potential exists to expose workers or non-employees to H 2 S concentrations at or above 10 ppm, mandate the use of personal H 2 S detection devices as an integral part of every employee or visitor personal protective equipment (PPE) kit prior to entering the vicinity of the facility. Ensure detector use is in accordance with manufacturer specifications.",https://www.csb.gov/assets/recommendation/Status_Change_Summary_Aghorn_(Aghorn_R6)_C-AA.pdf
202001ITX,202001ITX2,2020-01-I-TX-2,Aghorn Operating Inc. Waterflood Station Hydrogen Sulfide Release,Aghorn Operating Inc.,C-AA,"For all waterflood stations where the potential exists to expose workers or non-employees to H 2 S concentrations at or above 10 ppm, mandate the use of personal H 2 S detection devices as an integral part of every employee or visitor personal protective equipment (PPE) kit prior to entering the vicinity of the facility. Ensure detector use is in accordance with manufacturer specifications.",https://www.csb.gov/assets/recommendation/Status_Change_Summary_Aghorn_(Aghorn_R7)_O-ARAR.pdf
202001ITX,202001ITX3,2020-01-I-TX-3,Aghorn Operating Inc. Waterflood Station Hydrogen Sulfide Release,Aghorn Operating Inc.,C-AA,"For all waterflood stations where the potential exists to expose workers or non-employees to H 2 S concentrations at or above 10 ppm, mandate the use of personal H 2 S detection devices as an integral part of every employee or visitor personal protective equipment (PPE) kit prior to entering the vicinity of the facility. Ensure detector use is in accordance with manufacturer specifications.",https://www.csb.gov/assets/recommendation/Status_Change_Summary_Aghorn_(Aghorn_R1)_C-AA__4-14-2022.pdf
202001ITX,202001ITX3,2020-01-I-TX-3,Aghorn Operating Inc. Waterflood Station Hydrogen Sulfide Release,Aghorn Operating Inc.,C-AA,"For all waterflood stations where the potential exists to expose workers or non-employees to H 2 S concentrations at or above 10 ppm, mandate the use of personal H 2 S detection devices as an integral part of every employee or visitor personal protective equipment (PPE) kit prior to entering the vicinity of the facility. Ensure detector use is in accordance with manufacturer specifications.",https://www.csb.gov/assets/recommendation/Status_Change_Summary_Aghorn_(Aghorn_R2)_C-AA.pdf
202001ITX,202001ITX3,2020-01-I-TX-3,Aghorn Operating Inc. Waterflood Station Hydrogen Sulfide Release,Aghorn Operating Inc.,C-AA,"For all waterflood stations where the potential exists to expose workers or non-employees to H 2 S concentrations at or above 10 ppm, mandate the use of personal H 2 S detection devices as an integral part of every employee or visitor personal protective equipment (PPE) kit prior to entering the vicinity of the facility. Ensure detector use is in accordance with manufacturer specifications.",https://www.csb.gov/assets/recommendation/Status_Change_Summary_Aghorn_(Aghorn_R3)_C-AAA.pdf
202001ITX,202001ITX3,2020-01-I-TX-3,Aghorn Operating Inc. Waterflood Station Hydrogen Sulfide Release,Aghorn Operating Inc.,C-AA,"For all waterflood stations where the potential exists to expose workers or non-employees to H 2 S concentrations at or above 10 ppm, mandate the use of personal H 2 S detection devices as an integral part of every employee or visitor personal protective equipment (PPE) kit prior to entering the vicinity of the facility. Ensure detector use is in accordance with manufacturer specifications.",https://www.csb.gov/assets/recommendation/Status_Change_Summary_Aghorn_(Aghorn_R4)_C-AA.pdf
202001ITX,202001ITX3,2020-01-I-TX-3,Aghorn Operating Inc. Waterflood Station Hydrogen Sulfide Release,Aghorn Operating Inc.,C-AA,"For all waterflood stations where the potential exists to expose workers or non-employees to H 2 S concentrations at or above 10 ppm, mandate the use of personal H 2 S detection devices as an integral part of every employee or visitor personal protective equipment (PPE) kit prior to entering the vicinity of the facility. Ensure detector use is in accordance with manufacturer specifications.",https://www.csb.gov/assets/recommendation/Status_Change_Summary_Aghorn_(Aghorn_R5)_C-AA.pdf
202001ITX,202001ITX3,2020-01-I-TX-3,Aghorn Operating Inc. Waterflood Station Hydrogen Sulfide Release,Aghorn Operating Inc.,C-AA,"For all waterflood stations where the potential exists to expose workers or non-employees to H 2 S concentrations at or above 10 ppm, mandate the use of personal H 2 S detection devices as an integral part of every employee or visitor personal protective equipment (PPE) kit prior to entering the vicinity of the facility. Ensure detector use is in accordance with manufacturer specifications.",https://www.csb.gov/assets/recommendation/Status_Change_Summary_Aghorn_(Aghorn_R6)_C-AA.pdf
202001ITX,202001ITX3,2020-01-I-TX-3,Aghorn Operating Inc. Waterflood Station Hydrogen Sulfide Release,Aghorn Operating Inc.,C-AA,"For all waterflood stations where the potential exists to expose workers or non-employees to H 2 S concentrations at or above 10 ppm, mandate the use of personal H 2 S detection devices as an integral part of every employee or visitor personal protective equipment (PPE) kit prior to entering the vicinity of the facility. Ensure detector use is in accordance with manufacturer specifications.",https://www.csb.gov/assets/recommendation/Status_Change_Summary_Aghorn_(Aghorn_R7)_O-ARAR.pdf
202001ITX,202001ITX4,2020-01-I-TX-4,Aghorn Operating Inc. Waterflood Station Hydrogen Sulfide Release,Aghorn Operating Inc.,C-AA,"For all waterflood stations where the potential exists to expose workers or non-employees to H 2 S concentrations at or above 10 ppm, mandate the use of personal H 2 S detection devices as an integral part of every employee or visitor personal protective equipment (PPE) kit prior to entering the vicinity of the facility. Ensure detector use is in accordance with manufacturer specifications.",https://www.csb.gov/assets/recommendation/Status_Change_Summary_Aghorn_(Aghorn_R1)_C-AA__4-14-2022.pdf
202001ITX,202001ITX4,2020-01-I-TX-4,Aghorn Operating Inc. Waterflood Station Hydrogen Sulfide Release,Aghorn Operating Inc.,C-AA,"For all waterflood stations where the potential exists to expose workers or non-employees to H 2 S concentrations at or above 10 ppm, mandate the use of personal H 2 S detection devices as an integral part of every employee or visitor personal protective equipment (PPE) kit prior to entering the vicinity of the facility. Ensure detector use is in accordance with manufacturer specifications.",https://www.csb.gov/assets/recommendation/Status_Change_Summary_Aghorn_(Aghorn_R2)_C-AA.pdf
202001ITX,202001ITX4,2020-01-I-TX-4,Aghorn Operating Inc. Waterflood Station Hydrogen Sulfide Release,Aghorn Operating Inc.,C-AA,"For all waterflood stations where the potential exists to expose workers or non-employees to H 2 S concentrations at or above 10 ppm, mandate the use of personal H 2 S detection devices as an integral part of every employee or visitor personal protective equipment (PPE) kit prior to entering the vicinity of the facility. Ensure detector use is in accordance with manufacturer specifications.",https://www.csb.gov/assets/recommendation/Status_Change_Summary_Aghorn_(Aghorn_R3)_C-AAA.pdf
202001ITX,202001ITX4,2020-01-I-TX-4,Aghorn Operating Inc. Waterflood Station Hydrogen Sulfide Release,Aghorn Operating Inc.,C-AA,"For all waterflood stations where the potential exists to expose workers or non-employees to H 2 S concentrations at or above 10 ppm, mandate the use of personal H 2 S detection devices as an integral part of every employee or visitor personal protective equipment (PPE) kit prior to entering the vicinity of the facility. Ensure detector use is in accordance with manufacturer specifications.",https://www.csb.gov/assets/recommendation/Status_Change_Summary_Aghorn_(Aghorn_R4)_C-AA.pdf
202001ITX,202001ITX4,2020-01-I-TX-4,Aghorn Operating Inc. Waterflood Station Hydrogen Sulfide Release,Aghorn Operating Inc.,C-AA,"For all waterflood stations where the potential exists to expose workers or non-employees to H 2 S concentrations at or above 10 ppm, mandate the use of personal H 2 S detection devices as an integral part of every employee or visitor personal protective equipment (PPE) kit prior to entering the vicinity of the facility. Ensure detector use is in accordance with manufacturer specifications.",https://www.csb.gov/assets/recommendation/Status_Change_Summary_Aghorn_(Aghorn_R5)_C-AA.pdf
202001ITX,202001ITX4,2020-01-I-TX-4,Aghorn Operating Inc. Waterflood Station Hydrogen Sulfide Release,Aghorn Operating Inc.,C-AA,"For all waterflood stations where the potential exists to expose workers or non-employees to H 2 S concentrations at or above 10 ppm, mandate the use of personal H 2 S detection devices as an integral part of every employee or visitor personal protective equipment (PPE) kit prior to entering the vicinity of the facility. Ensure detector use is in accordance with manufacturer specifications.",https://www.csb.gov/assets/recommendation/Status_Change_Summary_Aghorn_(Aghorn_R6)_C-AA.pdf
202001ITX,202001ITX4,2020-01-I-TX-4,Aghorn Operating Inc. Waterflood Station Hydrogen Sulfide Release,Aghorn Operating Inc.,C-AA,"For all waterflood stations where the potential exists to expose workers or non-employees to H 2 S concentrations at or above 10 ppm, mandate the use of personal H 2 S detection devices as an integral part of every employee or visitor personal protective equipment (PPE) kit prior to entering the vicinity of the facility. Ensure detector use is in accordance with manufacturer specifications.",https://www.csb.gov/assets/recommendation/Status_Change_Summary_Aghorn_(Aghorn_R7)_O-ARAR.pdf
202001ITX,202001ITX5,2020-01-I-TX-5,Aghorn Operating Inc. Waterflood Station Hydrogen Sulfide Release,Aghorn Operating Inc.,C-AA,"For all waterflood stations where the potential exists to expose workers or non-employees to H 2 S concentrations at or above 10 ppm, mandate the use of personal H 2 S detection devices as an integral part of every employee or visitor personal protective equipment (PPE) kit prior to entering the vicinity of the facility. Ensure detector use is in accordance with manufacturer specifications.",https://www.csb.gov/assets/recommendation/Status_Change_Summary_Aghorn_(Aghorn_R1)_C-AA__4-14-2022.pdf
202001ITX,202001ITX5,2020-01-I-TX-5,Aghorn Operating Inc. Waterflood Station Hydrogen Sulfide Release,Aghorn Operating Inc.,C-AA,"For all waterflood stations where the potential exists to expose workers or non-employees to H 2 S concentrations at or above 10 ppm, mandate the use of personal H 2 S detection devices as an integral part of every employee or visitor personal protective equipment (PPE) kit prior to entering the vicinity of the facility. Ensure detector use is in accordance with manufacturer specifications.",https://www.csb.gov/assets/recommendation/Status_Change_Summary_Aghorn_(Aghorn_R2)_C-AA.pdf
202001ITX,202001ITX5,2020-01-I-TX-5,Aghorn Operating Inc. Waterflood Station Hydrogen Sulfide Release,Aghorn Operating Inc.,C-AA,"For all waterflood stations where the potential exists to expose workers or non-employees to H 2 S concentrations at or above 10 ppm, mandate the use of personal H 2 S detection devices as an integral part of every employee or visitor personal protective equipment (PPE) kit prior to entering the vicinity of the facility. Ensure detector use is in accordance with manufacturer specifications.",https://www.csb.gov/assets/recommendation/Status_Change_Summary_Aghorn_(Aghorn_R3)_C-AAA.pdf
202001ITX,202001ITX5,2020-01-I-TX-5,Aghorn Operating Inc. Waterflood Station Hydrogen Sulfide Release,Aghorn Operating Inc.,C-AA,"For all waterflood stations where the potential exists to expose workers or non-employees to H 2 S concentrations at or above 10 ppm, mandate the use of personal H 2 S detection devices as an integral part of every employee or visitor personal protective equipment (PPE) kit prior to entering the vicinity of the facility. Ensure detector use is in accordance with manufacturer specifications.",https://www.csb.gov/assets/recommendation/Status_Change_Summary_Aghorn_(Aghorn_R4)_C-AA.pdf
202001ITX,202001ITX5,2020-01-I-TX-5,Aghorn Operating Inc. Waterflood Station Hydrogen Sulfide Release,Aghorn Operating Inc.,C-AA,"For all waterflood stations where the potential exists to expose workers or non-employees to H 2 S concentrations at or above 10 ppm, mandate the use of personal H 2 S detection devices as an integral part of every employee or visitor personal protective equipment (PPE) kit prior to entering the vicinity of the facility. Ensure detector use is in accordance with manufacturer specifications.",https://www.csb.gov/assets/recommendation/Status_Change_Summary_Aghorn_(Aghorn_R5)_C-AA.pdf
202001ITX,202001ITX5,2020-01-I-TX-5,Aghorn Operating Inc. Waterflood Station Hydrogen Sulfide Release,Aghorn Operating Inc.,C-AA,"For all waterflood stations where the potential exists to expose workers or non-employees to H 2 S concentrations at or above 10 ppm, mandate the use of personal H 2 S detection devices as an integral part of every employee or visitor personal protective equipment (PPE) kit prior to entering the vicinity of the facility. Ensure detector use is in accordance with manufacturer specifications.",https://www.csb.gov/assets/recommendation/Status_Change_Summary_Aghorn_(Aghorn_R6)_C-AA.pdf
202001ITX,202001ITX5,2020-01-I-TX-5,Aghorn Operating Inc. Waterflood Station Hydrogen Sulfide Release,Aghorn Operating Inc.,C-AA,"For all waterflood stations where the potential exists to expose workers or non-employees to H 2 S concentrations at or above 10 ppm, mandate the use of personal H 2 S detection devices as an integral part of every employee or visitor personal protective equipment (PPE) kit prior to entering the vicinity of the facility. Ensure detector use is in accordance with manufacturer specifications.",https://www.csb.gov/assets/recommendation/Status_Change_Summary_Aghorn_(Aghorn_R7)_O-ARAR.pdf
202001ITX,202001ITX6,2020-01-I-TX-6,Aghorn Operating Inc. Waterflood Station Hydrogen Sulfide Release,Aghorn Operating Inc.,C-AA,"For all waterflood stations where the potential exists to expose workers or non-employees to H 2 S concentrations at or above 10 ppm, mandate the use of personal H 2 S detection devices as an integral part of every employee or visitor personal protective equipment (PPE) kit prior to entering the vicinity of the facility. Ensure detector use is in accordance with manufacturer specifications.",https://www.csb.gov/assets/recommendation/Status_Change_Summary_Aghorn_(Aghorn_R1)_C-AA__4-14-2022.pdf
202001ITX,202001ITX6,2020-01-I-TX-6,Aghorn Operating Inc. Waterflood Station Hydrogen Sulfide Release,Aghorn Operating Inc.,C-AA,"For all waterflood stations where the potential exists to expose workers or non-employees to H 2 S concentrations at or above 10 ppm, mandate the use of personal H 2 S detection devices as an integral part of every employee or visitor personal protective equipment (PPE) kit prior to entering the vicinity of the facility. Ensure detector use is in accordance with manufacturer specifications.",https://www.csb.gov/assets/recommendation/Status_Change_Summary_Aghorn_(Aghorn_R2)_C-AA.pdf
202001ITX,202001ITX6,2020-01-I-TX-6,Aghorn Operating Inc. Waterflood Station Hydrogen Sulfide Release,Aghorn Operating Inc.,C-AA,"For all waterflood stations where the potential exists to expose workers or non-employees to H 2 S concentrations at or above 10 ppm, mandate the use of personal H 2 S detection devices as an integral part of every employee or visitor personal protective equipment (PPE) kit prior to entering the vicinity of the facility. Ensure detector use is in accordance with manufacturer specifications.",https://www.csb.gov/assets/recommendation/Status_Change_Summary_Aghorn_(Aghorn_R3)_C-AAA.pdf
202001ITX,202001ITX6,2020-01-I-TX-6,Aghorn Operating Inc. Waterflood Station Hydrogen Sulfide Release,Aghorn Operating Inc.,C-AA,"For all waterflood stations where the potential exists to expose workers or non-employees to H 2 S concentrations at or above 10 ppm, mandate the use of personal H 2 S detection devices as an integral part of every employee or visitor personal protective equipment (PPE) kit prior to entering the vicinity of the facility. Ensure detector use is in accordance with manufacturer specifications.",https://www.csb.gov/assets/recommendation/Status_Change_Summary_Aghorn_(Aghorn_R4)_C-AA.pdf
202001ITX,202001ITX6,2020-01-I-TX-6,Aghorn Operating Inc. Waterflood Station Hydrogen Sulfide Release,Aghorn Operating Inc.,C-AA,"For all waterflood stations where the potential exists to expose workers or non-employees to H 2 S concentrations at or above 10 ppm, mandate the use of personal H 2 S detection devices as an integral part of every employee or visitor personal protective equipment (PPE) kit prior to entering the vicinity of the facility. Ensure detector use is in accordance with manufacturer specifications.",https://www.csb.gov/assets/recommendation/Status_Change_Summary_Aghorn_(Aghorn_R5)_C-AA.pdf
202001ITX,202001ITX6,2020-01-I-TX-6,Aghorn Operating Inc. Waterflood Station Hydrogen Sulfide Release,Aghorn Operating Inc.,C-AA,"For all waterflood stations where the potential exists to expose workers or non-employees to H 2 S concentrations at or above 10 ppm, mandate the use of personal H 2 S detection devices as an integral part of every employee or visitor personal protective equipment (PPE) kit prior to entering the vicinity of the facility. Ensure detector use is in accordance with manufacturer specifications.",https://www.csb.gov/assets/recommendation/Status_Change_Summary_Aghorn_(Aghorn_R6)_C-AA.pdf
202001ITX,202001ITX6,2020-01-I-TX-6,Aghorn Operating Inc. Waterflood Station Hydrogen Sulfide Release,Aghorn Operating Inc.,C-AA,"For all waterflood stations where the potential exists to expose workers or non-employees to H 2 S concentrations at or above 10 ppm, mandate the use of personal H 2 S detection devices as an integral part of every employee or visitor personal protective equipment (PPE) kit prior to entering the vicinity of the facility. Ensure detector use is in accordance with manufacturer specifications.",https://www.csb.gov/assets/recommendation/Status_Change_Summary_Aghorn_(Aghorn_R7)_O-ARAR.pdf
202001ITX,202001ITX7,2020-01-I-TX-7,Aghorn Operating Inc. Waterflood Station Hydrogen Sulfide Release,Aghorn Operating Inc.,C-AA,"For all waterflood stations where the potential exists to expose workers or non-employees to H 2 S concentrations at or above 10 ppm, mandate the use of personal H 2 S detection devices as an integral part of every employee or visitor personal protective equipment (PPE) kit prior to entering the vicinity of the facility. Ensure detector use is in accordance with manufacturer specifications.",https://www.csb.gov/assets/recommendation/Status_Change_Summary_Aghorn_(Aghorn_R1)_C-AA__4-14-2022.pdf
202001ITX,202001ITX7,2020-01-I-TX-7,Aghorn Operating Inc. Waterflood Station Hydrogen Sulfide Release,Aghorn Operating Inc.,C-AA,"For all waterflood stations where the potential exists to expose workers or non-employees to H 2 S concentrations at or above 10 ppm, mandate the use of personal H 2 S detection devices as an integral part of every employee or visitor personal protective equipment (PPE) kit prior to entering the vicinity of the facility. Ensure detector use is in accordance with manufacturer specifications.",https://www.csb.gov/assets/recommendation/Status_Change_Summary_Aghorn_(Aghorn_R2)_C-AA.pdf
202001ITX,202001ITX7,2020-01-I-TX-7,Aghorn Operating Inc. Waterflood Station Hydrogen Sulfide Release,Aghorn Operating Inc.,C-AA,"For all waterflood stations where the potential exists to expose workers or non-employees to H 2 S concentrations at or above 10 ppm, mandate the use of personal H 2 S detection devices as an integral part of every employee or visitor personal protective equipment (PPE) kit prior to entering the vicinity of the facility. Ensure detector use is in accordance with manufacturer specifications.",https://www.csb.gov/assets/recommendation/Status_Change_Summary_Aghorn_(Aghorn_R3)_C-AAA.pdf
202001ITX,202001ITX7,2020-01-I-TX-7,Aghorn Operating Inc. Waterflood Station Hydrogen Sulfide Release,Aghorn Operating Inc.,C-AA,"For all waterflood stations where the potential exists to expose workers or non-employees to H 2 S concentrations at or above 10 ppm, mandate the use of personal H 2 S detection devices as an integral part of every employee or visitor personal protective equipment (PPE) kit prior to entering the vicinity of the facility. Ensure detector use is in accordance with manufacturer specifications.",https://www.csb.gov/assets/recommendation/Status_Change_Summary_Aghorn_(Aghorn_R4)_C-AA.pdf
202001ITX,202001ITX7,2020-01-I-TX-7,Aghorn Operating Inc. Waterflood Station Hydrogen Sulfide Release,Aghorn Operating Inc.,C-AA,"For all waterflood stations where the potential exists to expose workers or non-employees to H 2 S concentrations at or above 10 ppm, mandate the use of personal H 2 S detection devices as an integral part of every employee or visitor personal protective equipment (PPE) kit prior to entering the vicinity of the facility. Ensure detector use is in accordance with manufacturer specifications.",https://www.csb.gov/assets/recommendation/Status_Change_Summary_Aghorn_(Aghorn_R5)_C-AA.pdf
202001ITX,202001ITX7,2020-01-I-TX-7,Aghorn Operating Inc. Waterflood Station Hydrogen Sulfide Release,Aghorn Operating Inc.,C-AA,"For all waterflood stations where the potential exists to expose workers or non-employees to H 2 S concentrations at or above 10 ppm, mandate the use of personal H 2 S detection devices as an integral part of every employee or visitor personal protective equipment (PPE) kit prior to entering the vicinity of the facility. Ensure detector use is in accordance with manufacturer specifications.",https://www.csb.gov/assets/recommendation/Status_Change_Summary_Aghorn_(Aghorn_R6)_C-AA.pdf
202001ITX,202001ITX7,2020-01-I-TX-7,Aghorn Operating Inc. Waterflood Station Hydrogen Sulfide Release,Aghorn Operating Inc.,C-AA,"For all waterflood stations where the potential exists to expose workers or non-employees to H 2 S concentrations at or above 10 ppm, mandate the use of personal H 2 S detection devices as an integral part of every employee or visitor personal protective equipment (PPE) kit prior to entering the vicinity of the facility. Ensure detector use is in accordance with manufacturer specifications.",https://www.csb.gov/assets/recommendation/Status_Change_Summary_Aghorn_(Aghorn_R7)_O-ARAR.pdf
202001ITX,202001ITX8,2020-01-I-TX-8,Aghorn Operating Inc. Waterflood Station Hydrogen Sulfide Release,Occupational Safety and Health Administration (OSHA),C-AA,Issue a safety information product (such as a safety bulletin or safety alert) that addresses the requirements for protecting workers from hazardous air contaminants and from hazardous energy.,https://www.csb.gov/assets/recommendation/Status_Change_Summary_OSHA_(Aghorn_R8)_C-AA_4-10-2023.pdf
202001ITX,202001ITX9,2020-01-I-TX-9,Aghorn Operating Inc. Waterflood Station Hydrogen Sulfide Release,Texas Railroad Commission (RRC),C-AA,"Develop and send a Notice to Operators to all oil and gas operators that fall under the jurisdiction of the Railroad Commission of Texas that describes the safety issues described in this report, including: 1. Nonuse of Personal H2S Detector 2. Nonperformance of Lockout / Tagout 3. Confinement of H2S Inside Pump House 4. Lack of Safety Management Program 5. Nonfunctioning H2S Detection and Alarm System 6. Deficient Site Security",https://www.csb.gov/assets/recommendation/Status_Change_Summary_RRC_(Aghorn_R9)_C-AA_4-10-2023.pdf
202005ILA,202005ILA1,2020-05-I-LA-1,Bio-Lab Lake Charles Chemical Fire and Release,Bio-Lab Lake Charles,C-AA,"Evaluate the hazards to the Bio-Lab Lake Charles facility from hurricanes and accompanying wind, rainwater, floodwater, or storm surge forces. Implement processes and safeguards for protection against those hazards, such as through: a. Constructing new and maintaining existing buildings and structures to withstand hurricane winds and flooding, with a particular focus on those containing hazardous materials; b.",https://www.csb.gov/assets/recommendation/Status_Change_Summary_Bio-Lab_(Bio-Lab_R1)_C-AA.pdf
202005ILA,202005ILA1,2020-05-I-LA-1,Bio-Lab Lake Charles Chemical Fire and Release,Bio-Lab Lake Charles,C-AA,"Evaluate the hazards to the Bio-Lab Lake Charles facility from hurricanes and accompanying wind, rainwater, floodwater, or storm surge forces. Implement processes and safeguards for protection against those hazards, such as through: a. Constructing new and maintaining existing buildings and structures to withstand hurricane winds and flooding, with a particular focus on those containing hazardous materials; b.",https://www.csb.gov/assets/recommendation/Status_Change_Summary_Bio-Lab_(Bio-Lab_R2)_C-AA.pdf
202005ILA,202005ILA1,2020-05-I-LA-1,Bio-Lab Lake Charles Chemical Fire and Release,Bio-Lab Lake Charles,C-AA,"Evaluate the hazards to the Bio-Lab Lake Charles facility from hurricanes and accompanying wind, rainwater, floodwater, or storm surge forces. Implement processes and safeguards for protection against those hazards, such as through: a. Constructing new and maintaining existing buildings and structures to withstand hurricane winds and flooding, with a particular focus on those containing hazardous materials; b.",https://www.csb.gov/assets/recommendation/Status_Change_Summary_Bio-Lab_(Bio-Lab_R3).pdf
